image_id,class14prob
051132a778e61a86eb147c7c6f564dfe,0.0020575986628690087
afb6230703512afc370f236e8fe98806,0.006834514774331715
5550a493b1c4554da469a072fdfab974,1.0006184463977417
0622cd29e4e0e4f198abf15614819ae8,0.001515954042067808
5e56b7582a7cb3616e69cf95cb544a17,1.0229447486813683
b911c2fdb0b80d9c7214a859aced0a8a,1.0229281552867964
8ae85268313b0db2f58d2193aab645c9,0.015921382631591555
4016b176eaf40d514b0559a0aeb48f21,0.040859486548852686
ad2367bde2706f692c2e1a1d12c492b9,1.022397251322912
77c3750fdc5ae970693a6d7080ef702c,1.0228691307739246
222b7757f55bee221e7aba69fc9928d0,0.0010756719666483831
764205f702d380f8a4da5cffa538f48d,1.02270772003964
d77ef79ee4580a65dcb1e0e26b91d017,0.011811461878117303
0890c2d68d17561848b25c61fb1da200,1.0229355605360098
b42e930c16c0166dbeae813b47bb8b07,0.054472548397648674
b3cc453518cf826875edcd3d5778ee87,0.6229285113182218
b5a0555e2c623c355901601a907c6342,1.020091751272533
5a0fbc7c40ea94bef4c8342d47c05b26,0.0018898169515187023
28d769becacfbdeebab6d3fda7322cf7,0.010181826357074398
abdc33338a055571bf9fae0f09eb0bd5,0.7691572020132879
5e9fc4e951e8048c756407f2044e11b4,1.0228540368865762
9ff7d07078bc454c9261e29ecf89f55a,0.9458054816538024
723f93a3f0e3905c498839d23b961631,0.34543519609902673
1ee956f957e7b9ec0787e07fe2b76135,0.5858381392594338
d334ba0862d6d00b86cac697698a5fca,1.0229426706339437
34e932d09ab7cbec0edaaf188dc8a407,0.01463028018879629
bc2be005526db7ab9d5ec6741ddee945,0.0007382981847574
f1be25d4ee46f32d585fd6c809c92329,0.05912287824924499
d47efdd2527ed1646f31bec6dcbbcdc1,0.007719966807198261
b06682799382cfff3e10529b11f93490,1.0226460999856581
e38e7ca1d5326e8212c188887cec3ef6,1.0229061514308233
c41d4f698ccccbf7068c44c8c14f4e16,0.0002493307652635266
9d35317bc33f38271a0d6df1b9a9f470,1.0225860054369553
4a46cdf01cee2a200f00daedf11576a9,0.0016785309406809575
381e9c224c892d437f498779e349469e,0.0024695245037051937
00dc70e84d141255f7fc6f8038bdd72e,1.022966568230514
b455c6067fa5e154a2c48ac187029022,0.03199358973397469
823feb835c8aea70c0ac4f9678d39879,0.7519842649140039
19092706cfc4df42ae8f3302eb73bbd3,0.9868862671262218
6833c509c10b569d6167db70b83ee5d5,0.00023049958502127828
8626cbfd0205ec64b6fb89650aacabf0,0.9947427686539052
9dd6f4b67f9e9c24acb0499a7d8812eb,1.0221323588146982
8036ddc6d564439af50497faef05eec3,0.0034560276645779747
d61eb45d47ad48020286203b1f1362f8,0.0005493051810862279
253d35b7096d0957bd79cfb4b1c954e1,1.012328817613502
380b4b9ed2f96b1efe6af2687d808e33,0.9693425925275974
2c475d89c90a50567ba0cf5ddd62f68a,0.040259266811733065
0abd4fc2425edd5c2efb2c149e9319c6,0.0009776902349088426
5c31e0c3f7beb95833196c55509dc127,0.006606956836925302
1bb7079ab131dd4c4151b2a6838538bd,1.0225746914909144
67fbbda75755440dbea348c3fd5d1e2d,0.6774492009379377
1ecc10ca44af4ff9638ab9723ba974cb,1.022968084658513
4d01d09027d1d1e0513de4c8b4fc20e1,0.002467140740620294
4500dc880a0978a7a1f91a0be2756806,0.1083480631833223
566150c4fe08a31a5a17d9d9f6c5f21f,0.2628519334969442
e33f67bb274e75146faa95baaa6fbd47,1.0229667275875733
aa89a83d50a147e44d6dc72893f01fef,0.011492813761481853
7c6f191b5d28bc1992e491d906f0d1a5,0.003960228786116418
58989b53f38657250fbb9de06952f139,0.9980941124065286
633a915d9f92edf4edc1c4a85548201f,0.009017668894104911
1e019d951139255f4ca9200aee4129c6,0.0013134316041420728
e0f5aff4daedec8ea01e4125d854eb98,1.00294187889462
6ce61a39f1e1bff629566de047ab8775,0.28890629559814096
b910d1cb5197d5fdb25c7477548766a9,1.022928797101652
26be9cde1a3d1a38f19c6753cc9ed40d,0.07322758431497628
d7d4e27e5a9b3752fddcf5c6080026d5,0.15455052518763485
8596ba22a0324a295aa986fa60680492,0.19678327254421882
ba70f090a5f2a84a5b2f67207be2fef2,0.38887811335210826
8b254a2bcf8e8dcfb77ff47e61055161,1.012467890547481
ee87cffb47722b3161ea80a75fa307a4,0.6263770247462358
33ed20be9a746debd37b0f77d8f09549,1.0221647862131098
87292fd850fa8494048bbdae18312907,0.0049925538063023064
1e789b5c3710a03a6f4493c69b04620d,1.0229694920277725
b76de23d23b7418566348c413efa1a3f,0.1493717514570606
f32fbc404c68b727c5bf14bca3ec7b5e,0.0009791561239023226
fcf343f7991ed6cddae630502922296e,0.17553047387669293
b251d2140fbcde8d2369b9cb3b16fa47,1.02296911624542
87fdaa98d570ac156bfaa0d863401373,1.0228259609160513
de20b8c80c04bd2dbe0782fb21738588,0.4316814663532907
d1ae8f8c681cf7e9ad6fc1f8ab02dc3a,0.001377297648129296
30292747f6799a93b20e1f9e67be0c67,1.0229688942587498
94fe218b2934a56f5c5e9dbbe7c3ab98,1.0227184474684412
61dd944679b8bfd6d5f5a84c9e7738e3,0.09178718302781315
70c8b6a87c8664190d85784a0811a9d2,1.0229404040778454
90f4166c777d2ecf85440797c6ee774c,0.012597909382502688
f87b9997c140964b0956c28e929ed7f2,1.0214027675137753
b9b2a7a46b88db57379c59db58cc2228,0.022766648065978876
d6569366db7f18f343963d9119307f89,0.12944747941851284
65e5a2cd5b5b333cce079db1ec116309,0.9850975019736087
a19f61e07dea95985126f5b8d030145c,0.5221629895266076
2d4a3f928bbd1cf6cec20fc617af2fa3,0.4744449571401911
ad0fa9668da66d13e4d8cdbd7d9b215c,0.018076653932810976
430a5c1d9aea32a147a8d743d49b0398,1.0190353033129225
79bd8310bd57dfd23d33bfe5b3cc81d3,0.2366823257751419
f654e8b8bf5a381129c17307730fadb9,1.0122792687970585
