,image_id,class3prob
0,b72a99779c48698c043ee38b127704d3.png,0.9897048
1,c599f1caaef320d21e2c20f7007c64dd.png,0.9999312
2,0fb6d9a425117670ba7c249b35523434.png,0.999646
3,f3d513a22e62ef6dae79d398cd1462e8.png,0.003284411
4,ae86eabab95525b41b8e79883ff1cef9.png,0.99998784
5,bd955417a3ab5c46ea2d4b77f7d159b2.png,0.99977297
6,c797ab3749e39389929f6b188eee412e.png,0.045901038
7,9259faeeda26a934fb32c74b8682e15f.png,0.99028265
8,3ea334ae927f1feeaf80e59b5d937c31.png,0.8733685
9,09fcb37b4bf132c373ae0435f13fa059.png,0.99817735
10,50a418190bc3fb1ef1633bf9678929b3.png,0.99995136
11,ecf36a90601939ea964925fce1f0cc41.png,0.93705344
12,ce36df1459adb2c77d534e55d02056cb.png,0.9983598
13,3cf61dc2b7c2ae524feb3361b9a4513b.png,0.9939156
14,98c0a9311b4bf87ee2468ec62ce055e4.png,0.9966558
15,18fe1da02b6e13f90c3b36f772afdc9b.png,0.99998593
16,27f2f42991e439d26e96a9910db66efe.png,0.9972039
17,0ba74ac32c808042eb0044c4871c8562.png,0.99872905
18,9a1a909b3cc2641976339609258c1b04.png,0.016532622
19,df5aa1123fb533c8865b8eaf0bb9c5c8.png,0.9996594
20,c63cd4290e16ed91c8ab7ee6f986afd4.png,0.9420773
21,452703255619cb09069451f795789b97.png,0.99996626
22,688e87e2e7257d71b48cacadbe4ae139.png,0.98345447
23,a45407e8b1daab75a1217b65de60c29d.png,0.029118106
24,8b09d4ec88d8372bded8547543dbbf24.png,0.01565844
25,8b56ad8efb24b318af4ea2d5363677b5.png,0.9998521
26,fd8b4cd2cef008b9fff719a170e9b32d.png,0.99987304
27,09b3f58371e614ff88790458a010bb22.png,0.9998845
28,27ecab6bd831b11db5b502f8d6288f29.png,0.9574402
29,451f3ee04d46301afa1647f1fa400df6.png,0.9996023
30,1ebd89362f08102898bed0392867a75c.png,0.99999416
31,5fb7290b4d8bb30810f217792f261ec6.png,0.9999704
32,e16842305bdb7574c040b45e8be36e85.png,0.9999102
33,565dfa5a8ccc63bb01b91cf6129992c8.png,0.99763674
34,3fd9727ab2ea76dac5770130661a738d.png,0.6729102
35,11b47878746ba8728eda0f9eed048639.png,0.9982835
36,4cc47005796cde9f78fb9662cd23fe08.png,0.99994826
37,f36b723fec10353e756c14cf467ca243.png,0.99975014
38,6917489611bdfdf75a56fa22a8c7fbe3.png,0.99405044
39,02de1ec3340e75fd5e7294a84a0342a1.png,0.018968344
40,24b77560428d23bcaf7c06a536fbb287.png,0.13209875
41,df3f7b374f16b089cbc4a9c12f5e0069.png,0.9990413
42,e1e74a1b970197d2b8a236f4ddd8f3d5.png,0.862114
43,12187bffa708115e7e67e893abb2ee6d.png,0.9985043
44,f87b9997c140964b0956c28e929ed7f2.png,0.99434394
45,d790c8ade28cbc2ed3aa6c561b986bd2.png,0.9625813
46,beed9cc2882243ac080a99c756dd73d2.png,0.9232419
47,dc67d031d4eba63b63da5e8da9ca965d.png,0.9761292
48,ff87bf702fb77cbf48bdf732d2f2defa.png,0.9999938
49,5c31e0c3f7beb95833196c55509dc127.png,0.36022836
50,e0c8a1f0f9ecb4748b67876c19af37ed.png,0.81498015
51,87a724e9ba23be348dbaf24878afa014.png,0.7176242
52,43e11813c6d7bcef779a1a287edc02c4.png,0.8992648
53,2b69e1299f64741b271b654c8792ec7b.png,0.99256134
54,24986a34a5f97ddeb44a999d245b949b.png,0.07166231
55,a137951bfa9be68fec6cb6ef0a679d20.png,0.9977226
56,83199f1f78d9dbe5d682082ec9a46897.png,0.9988227
57,903d2fbf7c8b1790c310eaad79d61787.png,0.99964887
58,d56fd281ce49dd0ed4dfcf1d72ca78d0.png,0.018174648
59,b11960f23db725bb4ba6f6741586a5f7.png,0.10869888
60,ae60ba2d1d1db73433b9364e9fb0cc85.png,0.98580736
61,45398cfbf0d0f364c24b5d4458df4c8e.png,0.99760634
62,ba834f615157deb695f39381abcdab90.png,0.9999656
63,4d50404bd9b5f0a330835aecd681067c.png,0.9998235
64,650d554e9050c1c9b90d5de6c229ee18.png,0.9999997
65,d8303a1a55bface93c5805b6c2bbfb11.png,0.95428205
66,322976528934fc60a595afd9a1bc656d.png,0.030684896
67,4ac5de28607f10bfdaaf5b618c6611bf.png,0.9997858
68,de45e56d725f9c1e2d3dec69587b2682.png,0.9458397
69,fdd5c663764c4f333a42250ad5a67790.png,0.9994972
70,808e6eee81bd214e86012cd3539e4c06.png,0.8738869
71,897a9061820965f894abf66586bef0a5.png,0.9994016
72,67d78accb5656a6e435a912ca941c27e.png,0.24050291
73,8f2f0fd9dfa82786b2c02b4a2df53dc1.png,0.8601327
74,b5c56a5624857bd608eeadd16a7f566b.png,0.38233298
75,296fd63dc4894c2e3ae1b2d93eb318bc.png,0.99727654
76,67f6b4a6c560951eef3128e2e71419c7.png,0.9982859
77,6ffac7a192bae8415d98c6d03ee4ee2c.png,0.011435706
78,3a9ca3e1abf4367614147b0df838624a.png,0.99719465
79,427f538105c4b3e67683731e4cb6eacf.png,0.8496715
80,69e956035a447c4d4f4d28e13ed92dc4.png,0.59837925
81,441a8ebadbd678f89684eb3f067ed205.png,0.9781412
82,3d3781571117f65ceac27dfbf2979b21.png,0.99866897
83,1e58fd034ba68a69df2b13cccb9ab317.png,0.007930925
84,935a7deda5e549ec48293dea791b7c5a.png,0.012657158
85,633732084de1dcecb1aaa0dfce84b896.png,0.28538665
86,a42d877671b9903f7008e1613a16bf6f.png,0.9971097
87,c96b6f449f9529dda0daafefbbd769e5.png,0.9222727
88,15af14446b411c614094e6d68f74d9ff.png,0.8782859
89,902b03191f0a6bc2e7e47be16b63c38c.png,0.033046663
90,19c10ebb5c70f832b60de124affebc01.png,0.99998736
91,6ec59b7db567515812e78a587ae02203.png,0.9999583
92,39eaf0dbdf50b88ac6b3f02b918ac86a.png,0.9655311
93,5cf657759ffe1c8ad29c2b6938197dfc.png,0.84484416
94,9bc8d179ae78e2ce743390a1866431ee.png,0.9938809
95,f6acae0f3d3d5333c6ccb5dd5b896153.png,0.9999484
96,894bb7bbd83af84c0a80c31ce1e6abbf.png,0.9998845
97,2b9fa0f0a1644d553c47f917478ef6fc.png,0.99937946
98,cbcb95889f621abbd2e9b46220267c98.png,0.9987674
99,aae2c7e023bb6b4d9df30fda884d7b15.png,0.017119136
100,a6be2e43de24f6b2d0b1f908f181cbe5.png,0.7302022
101,205f61656782bfc6c18f0484bdce66a9.png,0.99918365
102,b5192398f443dceb7fe9e7b31ecec735.png,0.975128
103,c8f5a0b9ed2f25e3a220c7b3d97f29f3.png,0.9584283
104,364c33a7ee60c6919e8f6ba8a8972262.png,0.97348374
105,8c4a869068e1f748cf808d15d63f2f7c.png,0.99966514
106,bd9b701a7de68e919681ebdae0c3f647.png,0.9999318
107,148f24951c69030eb2e5a59e1703bc1a.png,0.99996567
108,ec5ed0882416a17e69399ae3c69aeb6d.png,0.9883294
109,e2b2574690d765edd3eff55196b535ba.png,0.99909943
110,6c6443feb73c8113601be5a01242447d.png,0.007243502
111,971e2965c2e5149f64be489d589dc3d0.png,0.55595434
112,7335e164b8c5ac93e9eadde917ba147a.png,0.99999106
113,87570b3c82a465a8da9836e5a1e8c7a5.png,0.9984244
114,e45bde725b7758e8fd27e78d339f1c0b.png,0.56996346
115,f1cbcf9205d98d491f92f5aec2cd08a5.png,0.98404825
116,560960578a1c7856f46c9cd1d7220818.png,0.99993503
117,73bc384e1f0ca88f3bcb2b5c6a8584f1.png,0.023026634
118,19166a92a3d37b92c74545e99e711210.png,0.99844086
119,d625c5cde62b9fe8caed92b9a8971579.png,0.99100477
120,b8322e1a06179954c5b5f5ed05083c05.png,0.95589894
121,15f023463d88b8f8bc852a9a7b72e6e3.png,0.4163704
122,633440744a1f7413483909dc0af84de1.png,0.11050953
123,37029ba2468f77989cae221948b772ae.png,0.99811554
124,b67cf50f66d2336db3e9d43370e6e050.png,0.9999986
125,b1317b9c87824f682908a6c503f8d39d.png,0.205776
126,ad26bb2858e1b140c6f7f940e8ad7390.png,0.9998425
127,a3bfbb4256b76bd139f3182932e70c52.png,0.9999924
128,dda1e5983467209d661d63f2f23a86fb.png,0.9999863
129,8fd72a5ede4e6f75961080e5cfaa1b5e.png,0.039376702
130,2bd3353892c9b23089e61fcee23deb79.png,0.99980736
131,32f643fbd7e99181193edf3720888743.png,0.54187316
132,05ebb3c5e091a8322a50672d478d117e.png,0.9977111
133,f47483f452d7cb023479690d3cb338c2.png,0.99994135
134,e10ec027649f41e4c906ca0fb9063372.png,0.98838896
135,f9dba298e6b5f764019c97a7636f184e.png,0.99337775
136,14098afea17d540b429c999762f84f06.png,0.9999723
137,541e1c8eccc493eca63cb8482f1ad36f.png,0.9994235
138,0c7fd5b900fba01294ce9cf71d15ff9b.png,0.998531
139,9e90a23fb8d5ce13eb766d538afcafea.png,0.7920375
140,1075dde8870f9418d888dcb90c568172.png,0.99997985
141,4e8ff7aae833d90a392038e0469a580b.png,0.03915924
142,152e42ed344d3522d48ca940d2458c0c.png,0.6433516
143,8b8046a319a835e4dacf1fb2449d880b.png,0.00755032
144,9a47806b91f9968263697e625cc75b20.png,0.9829944
145,e15a995ca75b644370fbb4b60809783d.png,0.99794877
146,f51c1a48919f8b36116ed4aa799dcb23.png,0.7635694
147,5af9cf3407df191a1c8fb59d76593d22.png,0.09174578
148,ef725f99c37d1a779747e5f592a620fb.png,0.06221419
149,a1d364ae6d436a86d729725bae53c0a1.png,0.9962475
150,389f167c16b70e1eb1aa219fedc373b7.png,0.025117626
151,d09e357225d7ce75a4c44fe4c3c74de6.png,0.98572886
152,af8acc7a1b5d6dcb59b6db810b5119ee.png,0.9206744
153,ede9d467079c54e689b9759d49000754.png,0.9677325
154,a7b803eab4edff55323e868d3238480a.png,0.99974585
155,4c64464eae47d1221ae0ed053b2d6fda.png,0.99529415
156,482888f84b6b41c2afff7e8fb6341884.png,0.99611294
157,52f2dedb4ac50f9a81b544a7f1a6937d.png,0.9999785
